site,name,room,type,floor,analyte,conc.,category,site typ,OSHA 8hr,season,year,city,zip
063,High Desert A,Room 09,apartment,01,isoprene,4.2,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"2,4 dimethylpentane",0.027,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,n-heptane,0.508,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,benzene,0.331,btex,assisted living,998.5341186,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,cyclohexane,0.057,aromatic,assisted living,305043.9639,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"2,3-dimethylpentane",0.125,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,2-methylhexane,0.155,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,3-methylhexane,0.163,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"2,2,4-trimethylpentane",0.066,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,methylcyclohexane,0.083,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"2,3,4-trimethylpentane",0.018,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,toluene,0.991,btex,assisted living,200079.2273,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,2-methylheptane,0.027,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,3-methylheptane,0.018,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,n-octane,0.07,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,ethylbenzene,0.083,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,m+p-xylene,0.238,btex,assisted living,100176.6036,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,styrene,0.059,other,assisted living,100006.7211,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,o-xylene,0.074,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,n-nonane,0.061,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,isopropylbenzene,0.011,btex,assisted living,49839.83692,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,n-propylbenzene,0.018,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,3-ethyltoluene,0.039,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,4-ethyltoluene,0.02,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"1,3,5-trimethylbenzene",0.017,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,2-ethyltoluene,0.019,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"1,2,4-trimethylbenzene",0.068,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,n-decane,0.123,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"1,2,3-trimethylbenzene",0.028,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"1,3-diethylbenzene",0.009,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,"1,4-diethylbenzene",0.015,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,C2HCl3,3.1,chlorinted,assisted living,99936.4439,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,C2Cl4,95.9,chlorinted,assisted living,99982.50905,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,acetonitrile,2.682,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,acetaldehyde,54.628,aldehyde,assisted living,199818.3882,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,acetone,31.906,ketone,assisted living,1010330.579,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,isopropanol,46.212,alcohol,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,methylethylketone,1.699,other,assisted living,200048.537,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,butanol,2.07,alcohol,assisted living,98961.14409,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,a-pinene,0.398,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,b-pinene,0.532,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,limonene,3.97,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,camphene,0.057,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert A,Room 09,apartment,01,methane,2.548,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,ethane,7.356,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,ethene,2.38,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,propane,145.265,straight chain,assisted living,997959.1837,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,propene,0.712,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,i-butane,90.718,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-butane,164.061,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,ethyne,0.782,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,t-2-butene,0.133,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,1-butene,0.144,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,c-2-butene,0.096,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,cyclopentane,1.536,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,i-pentane,2.951,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-pentane,0.892,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,t-2-pentene,0.036,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,1-pentene,0.052,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,cis-2-pentene,0.016,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-hexane,0.233,straight chain,assisted living,510675.3307,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,isoprene,4.978,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"2,4 dimethylpentane",0.033,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-heptane,0.181,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,benzene,0.325,btex,assisted living,998.5341186,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,cyclohexane,0.048,aromatic,assisted living,305043.9639,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"2,3-dimethylpentane",0.061,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,2-methylhexane,0.099,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,3-methylhexane,0.093,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"2,2,4-trimethylpentane",0.062,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,methylcyclohexane,0.069,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"2,3,4-trimethylpentane",0.025,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,toluene,1.22,btex,assisted living,200079.2273,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,2-methylheptane,0.026,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,3-methylheptane,0.024,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-octane,0.103,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,ethylbenzene,0.118,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,m+p-xylene,0.311,btex,assisted living,100176.6036,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,styrene,0.091,other,assisted living,100006.7211,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,o-xylene,0.12,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-nonane,0.053,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,isopropylbenzene,0.009,btex,assisted living,49839.83692,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-propylbenzene,0.015,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,3-ethyltoluene,0.043,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,4-ethyltoluene,0.021,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"1,3,5-trimethylbenzene",0.02,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,2-ethyltoluene,0.016,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"1,2,4-trimethylbenzene",0.104,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,n-decane,0.118,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"1,2,3-trimethylbenzene",0.019,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"1,3-diethylbenzene",0.002,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,"1,4-diethylbenzene",0.011,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,C2HCl3,2.5,chlorinted,assisted living,99936.4439,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,C2Cl4,11.4,chlorinted,assisted living,99982.50905,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,acetonitrile,2.129,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,acetaldehyde,20.429,aldehyde,assisted living,199818.3882,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,acetone,44.02,ketone,assisted living,1010330.579,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,isopropanol,85.996,alcohol,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,methylethylketone,0.608,other,assisted living,200048.537,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,butanol,1.759,alcohol,assisted living,98961.14409,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,a-pinene,1.171,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,b-pinene,1.184,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,limonene,4.338,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,camphene,0.345,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Dining/Kitchen,kitchen/dining,01,methane,2.121,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,ethane,6.807,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,ethene,2.207,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,propane,55.402,straight chain,assisted living,997959.1837,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,propene,0.664,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,i-butane,45.791,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-butane,43.105,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,ethyne,0.705,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,t-2-butene,0.175,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,1-butene,0.146,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,c-2-butene,0.135,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,cyclopentane,1.575,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,i-pentane,2.48,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-pentane,0.962,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,t-2-pentene,0.051,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,1-pentene,0.042,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,cis-2-pentene,0.024,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-hexane,0.28,straight chain,assisted living,510675.3307,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,isoprene,2.738,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"2,4 dimethylpentane",0.05,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-heptane,0.19,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,benzene,0.293,btex,assisted living,998.5341186,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,cyclohexane,0.115,aromatic,assisted living,305043.9639,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"2,3-dimethylpentane",0.086,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,2-methylhexane,0.053,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,3-methylhexane,0.076,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"2,2,4-trimethylpentane",0.085,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,methylcyclohexane,0.096,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"2,3,4-trimethylpentane",0.032,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,toluene,0.813,btex,assisted living,200079.2273,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,2-methylheptane,0.035,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,3-methylheptane,0.031,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-octane,0.079,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,ethylbenzene,0.106,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,m+p-xylene,0.322,btex,assisted living,100176.6036,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,styrene,0.084,other,assisted living,100006.7211,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,o-xylene,0.139,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-nonane,0.045,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,isopropylbenzene,0.009,btex,assisted living,49839.83692,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-propylbenzene,0.021,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,3-ethyltoluene,0.049,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,4-ethyltoluene,0.029,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"1,3,5-trimethylbenzene",0.026,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,2-ethyltoluene,0.023,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"1,2,4-trimethylbenzene",0.096,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,n-decane,0.092,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"1,2,3-trimethylbenzene",0.029,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"1,3-diethylbenzene",0.006,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,"1,4-diethylbenzene",0.019,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,C2HCl3,2.3,chlorinted,assisted living,99936.4439,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,C2Cl4,11.6,chlorinted,assisted living,99982.50905,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,acetonitrile,1.393,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,acetaldehyde,13.478,aldehyde,assisted living,199818.3882,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,acetone,24.329,ketone,assisted living,1010330.579,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,isopropanol,113.317,alcohol,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,methylethylketone,0.542,other,assisted living,200048.537,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,butanol,1.199,alcohol,assisted living,98961.14409,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,a-pinene,0.371,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,b-pinene,0.486,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,limonene,2.41,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,camphene,0.102,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Admin,office,01,methane,2.095,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,ethane,4.763,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,ethene,0.747,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,propane,1.86,straight chain,assisted living,997959.1837,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,propene,0.165,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,i-butane,0.634,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-butane,1.095,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,ethyne,0.459,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,t-2-butene,0.038,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,1-butene,0.038,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,c-2-butene,0.033,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,cyclopentane,0.023,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,i-pentane,0.584,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-pentane,0.373,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,t-2-pentene,0.011,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,1-pentene,0.011,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,cis-2-pentene,0.009,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-hexane,0.163,straight chain,assisted living,510675.3307,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,isoprene,0.03,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"2,4 dimethylpentane",0.024,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-heptane,0.054,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,benzene,0.13,btex,assisted living,998.5341186,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,cyclohexane,0.06,aromatic,assisted living,305043.9639,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"2,3-dimethylpentane",0.058,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,2-methylhexane,0.054,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,3-methylhexane,0.04,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"2,2,4-trimethylpentane",0.06,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,methylcyclohexane,0.051,aromatic,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"2,3,4-trimethylpentane",0.012,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,toluene,0.293,btex,assisted living,200079.2273,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,2-methylheptane,0.039,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,3-methylheptane,0.02,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-octane,0.037,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,ethylbenzene,0.041,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,m+p-xylene,0.137,btex,assisted living,100176.6036,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,styrene,0.007,other,assisted living,100006.7211,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,o-xylene,0.044,btex,assisted living,100186.0399,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-nonane,0.029,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,isopropylbenzene,0.005,btex,assisted living,49839.83692,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-propylbenzene,0.011,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,3-ethyltoluene,0.03,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,4-ethyltoluene,0.012,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"1,3,5-trimethylbenzene",0.011,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,2-ethyltoluene,0.011,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"1,2,4-trimethylbenzene",0.041,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,n-decane,0.024,straight chain,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"1,2,3-trimethylbenzene",0.012,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"1,3-diethylbenzene",0.004,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,"1,4-diethylbenzene",0.006,btex,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,C2HCl3,0.5,chlorinted,assisted living,99936.4439,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,C2Cl4,9.3,chlorinted,assisted living,99982.50905,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,acetonitrile,0.44,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,acetaldehyde,1.715,aldehyde,assisted living,199818.3882,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,acetone,2.011,ketone,assisted living,1010330.579,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,isopropanol,0.161,alcohol,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,methylethylketone,0.228,other,assisted living,200048.537,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,butanol,0.294,alcohol,assisted living,98961.14409,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,a-pinene,0.006,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,b-pinene,0.002,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,limonene,0.001,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,camphene,0.001,other,assisted living,0,fall,2022,Grand Junction,81520
063,High Desert B,Outdoor,outdoor,ground,methane,1.994,other,assisted living,0,fall,2022,Grand Junction,81520
066,Homeward Bound,Welcome Room,lobby,01,ethane,6.665,straight chain,temp living,0,spring,2023,Grand Junction,81501
